model,landscape,replicate,fixed_site,data_split,pearson_r,r2,mse_loss,train_epochs
mlp,k1,r4,0,E,0.9996276951147212,0.9992040991783142,1.683775735727977e-05,
mlp,k1,r4,0,D,0.9996367862413004,0.9988545775413512,2.1819523681188e-05,
mlp,k1,r4,0,G,0.9995942600135356,0.9990979433059692,1.619960858079139e-05,
mlp,k1,r4,0,C,0.9997573762944882,0.9994361400604248,1.702372719591949e-05,
mlp,k1,r4,0,F,0.9996916132220524,0.9990759491920472,2.0802825019927695e-05,
mlp,k1,r4,1,train,0.999714324409976,0.9994191527366638,1.3207740649752514e-05,
mlp,k1,r4,1,E,0.9996236591075124,0.9991800785064696,1.4516772353090346e-05,
mlp,k1,r4,1,D,0.9997362410655054,0.9993371367454528,1.2221709766890854e-05,
mlp,k1,r4,1,G,0.99965328348657,0.9992791414260864,1.5937914213282056e-05,
mlp,k1,r4,1,C,0.999710385578206,0.9994125962257384,1.4493221897282638e-05,
mlp,k1,r4,1,F,0.9996848502499384,0.999269723892212,1.542899371997919e-05,
mlp,k1,r4,2,train,0.9996810006338116,0.9993008971214294,1.59035558011199e-05,
mlp,k1,r4,2,E,0.999637598693818,0.998832106590271,2.17622218769975e-05,
mlp,k1,r4,2,D,0.9997165608971814,0.9994202256202698,1.3858728380000684e-05,
mlp,k1,r4,2,G,0.999743461365146,0.9994746446609496,1.472685926273698e-05,
mlp,k1,r4,2,C,0.999642580115728,0.9991920590400696,1.7629125068197027e-05,
mlp,k1,r4,2,F,0.9996341348478242,0.9992355108261108,1.630414044484496e-05,
mlp,k1,r4,3,train,0.9995909888901,0.9990702271461488,2.1355384552934036e-05,
mlp,k1,r4,3,E,0.999583662522115,0.9991201758384703,2.0533094357233495e-05,
mlp,k1,r4,3,D,0.9994810200060416,0.9988152980804444,2.1444642698043023e-05,
mlp,k1,r4,3,G,0.9995391692939384,0.9989647269248962,2.7011339625460096e-05,
mlp,k1,r4,3,C,0.9994018583540092,0.998530924320221,2.8316699172137305e-05,
mlp,k1,r4,3,F,0.9996120442680864,0.9991074800491332,2.095859599648975e-05,
mlp,k1,r4,4,train,0.9995086287296971,0.9989929795265198,2.3224778679401713e-05,
